sample_id,split,status,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9
25,train_pool,unlabeled,0.11629751755322502,0.5031085940425915,0.4207257676632665,0.624825403607851,0.7169436692048221,0.2600090359860286,0.022790356223886112,0.9632224706427543,0.5310013815385511,0.556787598007132
26,train_pool,unlabeled,0.7153942600081398,0.4122119714402055,0.7703475507472192,0.9501323401959836,0.9845680626367501,0.8705854845947808,0.8718715195924356,0.3074699778147983,0.8385442735471679,0.015409632390675573
27,train_pool,unlabeled,0.6319495634169779,0.3964404936242737,0.6244934484212178,0.17163415861683157,0.6984965952506828,0.6413843024649117,0.4951854973403715,0.20718929836327793,0.3174641832558969,0.2252252015711029
28,train_pool,unlabeled,0.27151283921274877,0.4762061019027971,0.24878495164534256,0.4231699254754985,0.5387520100461155,0.7140312238822119,0.2614494307171927,0.7859735919074474,0.6043387140051436,0.9602558287919536
29,train_pool,unlabeled,0.7734256810253766,0.4881102962131164,0.4680053686806955,0.5737142942688891,0.6889925734491924,0.9389384208558907,0.15270356748026145,0.46799484669519203,0.23060399561632455,0.17933069169045915
30,validation_pool,unlabeled,0.4623231703044453,0.6549162223779416,0.8753719619934679,0.46386934015302445,0.23685568260901782,0.5610817032928092,0.5410127667173873,0.5950971515132015,0.27209655326971455,0.8552276074982108
31,train_pool,unlabeled,0.6800512948658742,0.7520450898306448,0.9456987469140256,0.7551776723825459,0.3469057885509462,0.7802028140510462,0.045222346446760604,0.29523630547203783,0.6601212005668206,0.22689561739571698
32,train_pool,unlabeled,0.2278188307183881,0.8415875063728997,0.666448755441869,0.5387051469020131,0.23244210956297942,0.9885606312909847,0.6107930989683005,0.5182398021103573,0.08526755738516884,0.6546689769454277
33,train_pool,unlabeled,0.759824780368353,0.4096314245173229,0.421546620753301,0.7787356807292098,0.383066224287119,0.4954197914431667,0.5660746753993984,0.926068016510636,0.28699158704446687,0.41595875248940734
34,train_pool,unlabeled,0.5623213495819149,0.10385719226781495,0.9390338542479382,0.24121880062993523,0.09771951301862643,0.2526239061869407,0.49905127446282976,0.7773251917465857,0.022258382246156543,0.3265266168787377
35,train_pool,unlabeled,0.82674913277103,0.5479302804304456,0.47212114680451744,0.3225658241029189,0.2878972132606747,0.5389389073588325,0.6593875221826015,0.9087179469639618,0.5701746109604037,0.9776682785610029
36,train_pool,unlabeled,0.021113949137825775,0.890532682599408,0.7517682083948831,0.5082806628681159,0.6516985010673474,0.05824538825623124,0.5800752739195287,0.3225511330491848,0.9577001623668819,0.38317567358768145
37,train_pool,unlabeled,0.9890078228981818,0.7105657729401617,0.205316103470373,0.22090484039347588,0.6158544390280626,0.37753601044072765,0.16908580783533017,0.5957112310127006,0.01928071532166962,0.7697478091138582
38,train_pool,unlabeled,0.3478125290035821,0.1691601563785743,0.10102386643646867,0.6086546541422845,0.7894615450279702,0.7138836531848143,0.059447147801215156,0.7532283092528834,0.3896412605979057,0.8753999406738607
39,validation_pool,unlabeled,0.11078959014540812,0.17721761888133944,0.5383597511098624,0.280236703418975,0.397934975537158,0.29931377326210634,0.9858075697298028,0.9441087720615506,0.8967268909713132,0.08531825446280145
40,train_pool,unlabeled,0.622028445025417,0.2608167834908875,0.7920623106119464,0.7997992537383829,0.9558216560214847,0.7299825661211348,0.9804691593649422,0.8079773096732968,0.26504935774479366,0.8707401914911893
41,train_pool,unlabeled,0.7787770107186298,0.6049595560414853,0.5962058044960814,0.3561577704899534,0.2804529772714766,0.7812545294694362,0.18757334904291784,0.8995429307436891,0.36284468463208897,0.5695931482782906
42,train_pool,unlabeled,0.9157476919486609,0.2972613556715086,0.6043481583536336,0.8103068047861324,0.8407143445998534,0.49740308221458973,0.9708441018350723,0.21824182206436507,0.6224606942526687,0.6276431461753009
43,validation_pool,unlabeled,0.20304239776836258,0.04061199245966187,0.7833472576854499,0.36635109373343683,0.29439450001378364,0.4770216758641561,0.2037379769945681,0.4192709999993263,0.2150668671615667,0.12174622394421773
44,train_pool,unlabeled,0.9180046335842401,0.7983023890105407,0.27305392032665604,0.53346195527864,0.27882872858379903,0.5184485931960525,0.32449666309515623,0.7083862230156298,0.5723966725982238,0.3523424987886477
45,train_pool,unlabeled,0.4085218236495487,0.9502490784818188,0.2523464929076945,0.6698898774561527,0.6498859337068164,0.3220458190176912,0.25165912253831685,0.17368727590130018,0.10754095033608121,0.8027511641039955
46,train_pool,unlabeled,0.5030949042810805,0.3592795569334738,0.27452721643008904,0.5946461664395748,0.44405159620778695,0.31111731564308837,0.2164253294841172,0.8759486115550422,0.7021550811274931,0.75832535675122
47,train_pool,unlabeled,0.7168141284812378,0.07910779475218448,0.6238014924359324,0.5534472228289801,0.32915010255822846,0.6904585182885825,0.39435592163557537,0.5630678572126658,0.3933410589537242,0.11939293753128485
48,train_pool,unlabeled,0.8425594055098619,0.8331876203888152,0.06739730367318615,0.3869170482055977,0.18694643986340526,0.689366369461587,0.9917890930237493,0.818754329558189,0.49171998035593195,0.7219593575624068
49,train_pool,unlabeled,0.31486229250054654,0.37374098508103293,0.21121598121602403,0.5904723959554578,0.07308757250275541,0.7771534967634306,0.7552014275609769,0.7836151972753523,0.48991095779098365,0.763362733741948
50,train_pool,unlabeled,0.5145649960657217,0.7717467333981316,0.526602192665048,0.7532121418192648,0.03695459401765517,0.04877336765969864,0.022026307709376785,0.8117513382284792,0.4272787286218068,0.49069597879864246
51,validation_pool,unlabeled,0.003543469416314708,0.44445353652563446,0.5351211244918623,0.43534303280984116,0.9378377133566658,0.09867212612495517,0.8838973545781683,0.3354602670581665,0.4330033084768792,0.015816506621484004
52,train_pool,unlabeled,0.13696946500196355,0.49724599800701363,0.4594961948609422,0.05572791058687425,0.32155824694630836,0.0670933850804772,0.316163612495485,0.5699222422284262,0.13538228852717715,0.571598483932355
53,train_pool,unlabeled,0.14821384345949032,0.25955161250644826,0.2921698082374443,0.2736399927667466,0.5980116320500846,0.237962646517302,0.9352289606046083,0.8768545596351093,0.13049202464669063,0.7259498855338492
54,validation_pool,unlabeled,0.6371414467893073,0.5857135374951468,0.6534284013052161,0.0796771838856021,0.6854156957688323,0.49897219091679446,0.20652396204770948,0.0010041834967658592,0.3222292531968379,0.149487341939017
55,train_pool,unlabeled,0.744175773491886,0.8847352729373861,0.3952563234865266,0.43091063750714304,0.3486486032005635,0.21148705415784566,0.782796674208808,0.26033251539294483,0.8121834865962841,0.8549800214646205
56,train_pool,unlabeled,0.6974174815496412,0.41827767002371036,0.37523377549436876,0.27779608498738995,0.6463960412679083,0.8359773460716826,0.1194881464996792,0.7783091416007596,0.5953086013368426,0.4319481922404556
57,train_pool,unlabeled,0.7890909815682761,0.8955534906473975,0.749592444924285,0.35141865416124796,0.26830012248703583,0.5301401654609372,0.7908042622497756,0.9025722917546565,0.5787867143480906,0.49266016895854986
58,train_pool,unlabeled,0.9256286324401147,0.8355584223190866,0.560576399354461,0.23466091897883035,0.473589695782199,0.6856528191368662,0.7327817606879179,0.0700945162937346,0.5578121851488597,0.9961350673389977
59,train_pool,unlabeled,0.8987934152492854,0.02217136136138018,0.012446438598067688,0.3168161200413647,0.11351234175454641,0.10289763084653018,0.1627809261424613,0.7324082151210795,0.5731831939857189,0.01687229077919687
60,train_pool,unlabeled,0.2941894946520641,0.31875988092276153,0.9570855545484421,0.38273342061619003,0.6312503417538792,0.19833958890108275,0.22120947418563008,0.043945970810753195,0.4261931016456188,0.361659752253628
61,validation_pool,unlabeled,0.12803663036054982,0.8038645923719997,0.17304966681652437,0.8601872360600484,0.6977536997361788,0.19541437432445155,0.6159986279182067,0.09212719296414519,0.24293223440127873,0.42004161454624617
62,train_pool,unlabeled,0.521372832637517,0.4437023863600526,0.49946946161399736,0.15933120909491505,0.9064262407994811,0.3797141326042698,0.127895729232161,0.6257787863257354,0.3361101633504452,0.12973058381910002
63,train_pool,unlabeled,0.8395367658748715,0.06640829434328868,0.19177735372502935,0.23535443408594653,0.6382985983324195,0.8795463730702487,0.6619281580210511,0.06032128022244818,0.3771090404316447,0.6284665105673626
64,validation_pool,unlabeled,0.9530390513610738,0.1591730036454114,0.9873237821358519,0.23184519866931896,0.7955445934233711,0.29648382977609955,0.8755818387083558,0.6791428863214529,0.8368929934688734,0.8214769856937447
65,validation_pool,unlabeled,0.2432095106413149,0.316502734727074,0.4368018547243442,0.3888392779208763,0.8397943057959698,0.0818391691421513,0.3423977013451583,0.10491493519507242,0.4482220613076334,0.06057331830182135
66,train_pool,unlabeled,0.5825227086813022,0.21403657228607928,0.08037134875101483,0.9211803504138445,0.9502379278157944,0.2931598943042126,0.9756869879681693,0.38582150097125506,0.7834335725745529,0.5443071093742866
67,train_pool,unlabeled,0.4068487492138103,0.00038897945829851146,0.6733680012439379,0.5150117041720129,0.31732435841239515,0.1236380554859776,0.1829981170766326,0.7865647531254591,0.8129045025554785,0.32269185433372927
68,train_pool,unlabeled,0.03597145485716753,0.6155476820267559,0.3121001859517416,0.28139168245804247,0.9909415420330733,0.23915317474867423,0.8572365143581275,0.1819664546588779,0.4790753629474297,0.9817444001067521
69,train_pool,unlabeled,0.7346933223841303,0.9369216638353635,0.45195541654772714,0.9583478180433659,0.1414497026553107,0.30486042292053545,0.1563380830172312,0.4715324768159437,0.9594451307176376,0.07304359752783024
70,train_pool,unlabeled,0.28571774357250385,0.5578828670477549,0.39711346315116935,0.828517057019604,0.8489203403300455,0.8329844644712361,0.08068925016314561,0.9942337965004667,0.6345915807653183,0.47444623998114954
71,train_pool,unlabeled,0.18915695782252917,0.07082945512690302,0.4707423796186647,0.47862842900202274,0.5032907012593574,0.7013440944468421,0.9049297142890296,0.43782542523721496,0.5333897222344723,0.8356264135465911
72,train_pool,unlabeled,0.08111447089190559,0.6811776890666233,0.6867598756911746,0.11260342155602636,0.03467259207501829,0.6885563839498214,0.4340090447303412,0.2914410762294422,0.47388970190306806,0.7113673880507094
73,train_pool,unlabeled,0.7879389800758252,0.7836421902724023,0.35189479389469536,0.25726218922702626,0.5867641605229337,0.4507069737525935,0.38313562425493564,0.5793743275158376,0.9958258165264772,0.12502082301136414
74,train_pool,unlabeled,0.029081701246880965,0.7141154561887956,0.11818464710815559,0.06978800587540195,0.26765310206178167,0.5803440462959678,0.5735347200229829,0.7425419237290783,0.7055180016731036,0.8155600026140757
75,train_pool,unlabeled,0.01880925987618212,0.8431010492068282,0.8555177145635167,0.4096723559316245,0.6360533728947289,0.9636228808448082,0.4503794720641383,0.4825877141953827,0.21651125290077333,0.47774406304802325
76,train_pool,unlabeled,0.33339537041492173,0.044740964838660316,0.38516462064627566,0.760223406193549,0.2413293328205413,0.9598630597264232,0.9423752190372225,0.11889985493220231,0.7988338929373696,0.6711520088709617
77,train_pool,unlabeled,0.5994598848758708,0.9586397101859188,0.10264898055632575,0.3483943683393689,0.34413825744879056,0.9331384676759545,0.22246852961030728,0.5022363199121167,0.3319301500165673,0.7569918994446754
78,train_pool,unlabeled,0.7402727371986724,0.09944321842770439,0.5768611226467363,0.6841628425663638,0.6750769959080403,0.038945953444295606,0.24741145903548734,0.5945258027499369,0.6942754876638974,0.526518459418245
79,train_pool,unlabeled,0.8068834795004582,0.7830806676137153,0.32311950951993745,0.7898709833354108,0.10923972925569025,0.6460770846629357,0.3638748962058081,0.47466239396851556,0.23511545689405064,0.9437317904131274
80,train_pool,unlabeled,0.3237870321098132,0.722475099021245,0.7999628179301452,0.698662272758697,0.732162889043503,0.9298521358709223,0.9568416730026,0.3876740295074453,0.4856828374173614,0.37557555064978787
81,train_pool,unlabeled,0.2063363978352786,0.6381976594017903,0.8099248150080541,0.6222833510805776,0.46877814343085866,0.048029394906288714,0.40400622378718687,0.7854612418783343,0.5472344909163229,0.01942683438376841
82,train_pool,unlabeled,0.6428282820432052,0.903283605597121,0.01980105006640201,0.9487485963465254,0.8633044806329231,0.756337778467747,0.5151045944103796,0.7004297007560965,0.03651825683294994,0.19546638825852675
83,train_pool,unlabeled,0.5349973138779305,0.020477544578246056,0.0816398903723814,0.09095817092366555,0.11285555251151916,0.5173255625527866,0.8588806412852916,0.7907316512909266,0.7744209339964354,0.26805401343244845
84,train_pool,unlabeled,0.6682220993549026,0.8111748250222222,0.45977641194731456,0.5999980587606013,0.2443062318933255,0.2694481305821844,0.4584640631780498,0.13910485886165283,0.1372533714703816,0.9294762821521388
85,train_pool,unlabeled,0.7601248058265467,0.8702702885510164,0.17801358559620864,0.4971439156559414,0.8146470082532997,0.9034136049619125,0.9592679718368825,0.8605008052057034,0.5627975015151019,0.9932046785880203
86,train_pool,unlabeled,0.01978867607262838,0.13936753974301314,0.3406200749664368,0.3801673562390233,0.9718961477978315,0.3730225164642987,0.20446845787614243,0.516686608804795,0.1926957567779838,0.8910530215344102
87,train_pool,unlabeled,0.31056032794237615,0.7737209376807489,0.514817676725841,0.9644780374792825,0.25296452420377563,0.3971078097189747,0.31884864738261487,0.3148336084350228,0.5194847070569916,0.3096395743713164
88,validation_pool,unlabeled,0.296898916178414,0.8024635526840751,0.5368325030095442,0.5048488626821712,0.5798483222700659,0.40784246889714776,0.9018469974230485,0.5844250769420122,0.5685280781659532,0.6461249176745353
89,train_pool,unlabeled,0.9841237560192518,0.7438449764792509,0.552390644462709,0.609112154994719,0.9090701770795622,0.09700054868648697,0.7946026815121067,0.44656630205977876,0.029326921062471242,0.61705681216424
90,train_pool,unlabeled,0.9477746172544093,0.9597616783972454,0.5788482277060214,0.7121665060490332,0.13642942032604466,0.06576861945634623,0.4615646328506281,0.9483883807652899,0.3734609664107559,0.796504908211316
91,train_pool,unlabeled,0.8187808256078742,0.23642479363645308,0.747549720627536,0.880417164513284,0.6084158766817197,0.32954988834021326,0.5209694845415187,0.7800967763723113,0.3186025530107372,0.9517567131965705
92,train_pool,unlabeled,0.13044043208684322,0.9444300763810278,0.25597153711188597,0.23958104655712822,0.19580308386628478,0.4257861979285174,0.28541056047437463,0.6948731522518165,0.8870178823557535,0.9641857927854989
93,validation_pool,unlabeled,0.48897313076644094,0.09316092188099068,0.7265480238659515,0.3934769909701403,0.7117611062090679,0.26863968007541866,0.3325658542956388,0.6372045205919914,0.0878141960525732,0.32012149661654604
94,train_pool,unlabeled,0.6797772703727123,0.41337609788169083,0.9024951993979222,0.4793264477168869,0.5273324410680341,0.3603418371036387,0.7779442859945901,0.45039595632195284,0.7108667933000424,0.9631786365534712
95,train_pool,unlabeled,0.5388844813650524,0.032389582147295023,0.5066507671243234,0.3730576490928122,0.40121664669537394,0.9288544351210459,0.42029974260069164,0.5649506205252482,0.18495847530587262,0.2491507611050774
96,validation_pool,unlabeled,0.2597697095239613,0.6392805838049055,0.7427864909544116,0.4265939852745989,0.8393928038429574,0.21590445840615602,0.02000012336024,0.36583145479150864,0.0572281810091263,0.49173448692835114
97,train_pool,unlabeled,0.8072082933918316,0.06918164727358489,0.05975251136411452,0.03745593632977913,0.009582821279361416,0.902504821338822,0.9549158717428774,0.2415255592205016,0.3752760819944443,0.9078778808125073
98,train_pool,unlabeled,0.9604043460415886,0.3772062129860947,0.3623472548368696,0.84793665336947,0.3388014532051964,0.29501323487834713,0.1367988973588062,0.5622422362765043,0.14544984962990007,0.9379026021957981
99,train_pool,unlabeled,0.8113424954205979,0.42376699129387946,0.13752432552329014,0.8805352658190814,0.2397505384467606,0.6723973062313656,0.6652869650456311,0.9586377963186052,0.6835071681197418,0.08885938972383411
100,train_pool,unlabeled,0.9767696501319595,0.6229247390836563,0.40334897063455616,0.7516150519276342,0.4091515978449742,0.3439598213237229,0.6102428506040786,0.962636056652069,0.5351835095329975,0.7689273368976886
101,train_pool,unlabeled,0.501988921264726,0.9728146500269814,0.24109804339701035,0.2127666019518174,0.30159708522065987,0.5683210965567681,0.3577298109234881,0.6414792950704712,0.23200536767391874,0.46676459305773843
102,validation_pool,unlabeled,0.5919308821810113,0.1810889960817777,0.19354195417779044,0.6633047633439686,0.3818204102798559,0.7045966958945392,0.6930099399274526,0.42410881402632583,0.06125328338703256,0.5602784056895105
103,validation_pool,unlabeled,0.3196371556633916,0.2466194404022693,0.04157558918689716,0.688739841349205,0.7442722502115241,0.4150228403440064,0.4489363898054043,0.9335767819389813,0.528288400443658,0.7576370986073488
104,train_pool,unlabeled,0.8137421255650537,0.4402318760403682,0.18774208575497905,0.02333919390978266,0.4394451285349015,0.674248914008745,0.6749955990238714,0.5163107315152462,0.9733741711714199,0.25395535884547843
105,train_pool,unlabeled,0.6360793731039908,0.09534625776768615,0.14056116395275123,0.5167453784383449,0.8470011257319753,0.9702864293256039,0.7164939285610223,0.0629385942636055,0.8741084790833004,0.7447967639050554
106,train_pool,unlabeled,0.7987667390148842,0.887181724672735,0.7569488011491199,0.3421707262451435,0.29519394034075214,0.10645493041161012,0.258508134167533,0.45999262487764714,0.0894234775225592,0.5321411545452871
107,train_pool,unlabeled,0.9537820843611368,0.2474820001341646,0.4541198476287929,0.47036634388871673,0.4819168098341717,0.022854148494985564,0.47731164049251606,0.4320678056799979,0.6772460289860793,0.05313323893655709
108,train_pool,unlabeled,0.31109629214672574,0.7903792209939187,0.8048037334721501,0.3852879826005343,0.3988311517769202,0.6020546959843263,0.8172556904430045,0.953241637242491,0.8313928869521936,0.6848553011940067
109,train_pool,unlabeled,0.9508773697748625,0.5887669502384902,0.6646101880174844,0.27182968378515016,0.9256716625225907,0.4616132074764927,0.4780214989600072,0.7606334503380257,0.6160774316428086,0.1160049454502357
110,validation_pool,unlabeled,0.9235964056991369,0.4026736444808309,0.2647859098084557,0.7526514647534612,0.5942016395918602,0.23453953932664204,0.08679781006030331,0.6596075182137969,0.9553558556223876,0.44661213522024645
111,train_pool,unlabeled,0.5163305288212986,0.5217406147965734,0.9585195453377054,0.7347638569838595,0.18150104363065664,0.010906228012217715,0.6739442337434498,0.1358445638295159,0.9570651347079822,0.48696569785789
112,train_pool,unlabeled,0.11844514365706472,0.7970438348706204,0.8994962758341986,0.4370061122445795,0.5953378754532674,0.33097607510098676,0.4223463778258458,0.06316994770107277,0.6699331944894644,0.5145248762484067
113,train_pool,unlabeled,0.28921778724650193,0.035241539828182754,0.022979901684138406,0.8814816786719452,0.7311140551772713,0.7373685865610842,0.38555848658055747,0.7719000309062751,0.19435524200099596,0.47479483096332836
114,validation_pool,unlabeled,0.40367256197084656,0.7119929777965396,0.44295515126947027,0.05655770845969421,0.3248124732740627,0.37289537707893605,0.4037670891007054,0.8557965005930175,0.3742083198601976,0.6183813304150385
115,train_pool,unlabeled,0.05957641963427482,0.26228931571746006,0.6951544457133948,0.5371916767119622,0.11971919892265831,0.7157160977727325,0.7787330077252702,0.9836438682027704,0.26983032945839014,0.5378194810877476
116,validation_pool,unlabeled,0.05000574051097141,0.16814821698478716,0.1872035382317955,0.08814464557080588,0.0797019492309123,0.05579052658266905,0.5985835022383482,0.5323334810040045,0.9124348231682988,0.8116150297088672
117,validation_pool,unlabeled,0.3580199303920918,0.30546886742031154,0.5440458796962115,0.17730665198568535,0.6965090270884546,0.0857255738054338,0.806549145726527,0.7143113089047624,0.49262853481217034,0.8868386678957941
118,validation_pool,unlabeled,0.5223890085196571,0.6917086666682376,0.5983180901243262,0.28204566913444384,0.269494434194938,0.7507303221557968,0.6559842689419948,0.6831266884209767,0.388857748276411,0.3058083022561041
119,validation_pool,unlabeled,0.9617283992378559,0.6163211273115143,0.16943098716785704,0.209235700176569,0.07618871254897082,0.25182533257657463,0.755921712192112,0.544972664745331,0.8847815924253026,0.5119011331635279
120,validation_pool,unlabeled,0.703452573442831,0.6320740062003292,0.5833487357112231,0.2174875952974889,0.7969656933110737,0.10778277169575715,0.5852009045441768,0.4741500409649267,0.9968829763324746,0.6787566147035415
121,train_pool,unlabeled,0.9450667843910985,0.5966800042724671,0.5211163029522494,0.038304519072962846,0.7628001962206911,0.6810646505885486,0.2343151070350817,0.6825777830260511,0.5438348454462503,0.1910152244847656
122,train_pool,unlabeled,0.7229057488409237,0.8006298300196432,0.08634873548278679,0.8648048327767254,0.871253680616502,0.6518231535653354,0.3558611167485676,0.7262859698388416,0.16565863201283842,0.8269855410292055
123,train_pool,unlabeled,0.07386496553454498,0.40121158793374273,0.829981083165662,0.46991745895122095,0.10102567312585327,0.2253987438156842,0.9326468828433264,0.9742911312999786,0.5571822371926325,0.6343545243898432
124,validation_pool,unlabeled,0.6948527680876446,0.008474723007865559,0.34639744905825576,0.02603873957137368,0.04942925012646576,0.1311143192318651,0.6386520928924496,0.6134508644227292,0.7476451768834451,0.1424845265634478
125,train_pool,unlabeled,0.34108690677416326,0.31612890248816095,0.44908756314372666,0.5378265521206637,0.8835131089461369,0.5235322056467302,0.6188700464130201,0.838122945940346,0.7182707892719746,0.6913121206585218
126,train_pool,unlabeled,0.3161414993516375,0.3582747963267732,0.9951889375648796,0.8705001768062818,0.061089365298054935,0.03697770587809898,0.3714594590726795,0.6323832653656889,0.9431554070134438,0.010937252355183103
127,train_pool,unlabeled,0.9025502724523886,0.38019946531829873,0.8011532747767449,0.8071557154412428,0.18991071489051936,0.20074649615566859,0.7521462677751783,0.7705800186494892,0.46607335297060193,0.9570111656236743
128,train_pool,unlabeled,0.5979006610771552,0.268172516161527,0.5282990375943055,0.5142157653958178,0.7145734659259407,0.696548267538293,0.21725817007015513,0.5728528626821898,0.9981952894322494,0.5250560342855397
129,train_pool,unlabeled,0.6648855489068655,0.93281260715171,0.4674278865724594,0.347482882797793,0.3036700903879609,0.3349295150730498,0.24160747481289438,0.25339433952497586,0.5032569745499645,0.4236204639798588
130,validation_pool,unlabeled,0.1665540478132015,0.5565949347262236,0.23084851506718918,0.670134691593158,0.6893901216320473,0.09426033037597886,0.7955777772998791,0.44043867240550444,0.34914228357603955,0.7044413344865196
131,validation_pool,unlabeled,0.42871698573596156,0.7359388899691248,0.9056532229732728,0.12371613297422698,0.4186274055901539,0.6647717199341102,0.9520894503136835,0.1485145962472065,0.3403669401840967,0.5274326603480277
132,train_pool,unlabeled,0.38677541950350136,0.6363489352581292,0.9706096397963556,0.9928600531233412,0.6175510878305512,0.08114079494363213,0.6277740263252919,0.08695064572769406,0.8425305653091796,0.6923455158529522
133,train_pool,unlabeled,0.6861747925390693,0.7335192559865141,0.24328455111570776,0.34423150268602437,0.26097600429438617,0.35882387714503233,0.8580123698633723,0.6383629862610484,0.08579798505994626,0.6475384958723615
134,train_pool,unlabeled,0.1806568386570975,0.0830616095951652,0.6947994401541358,0.9473609703335555,0.17380528636203904,0.12465549587036011,0.6079729321316317,0.14636077536167533,0.4390308582121985,0.2742498871147165
